player_link,player_name,season_name,birthdate,hometown,occupation,player_description,season_link,season_no,days,start_date,end_date,num_castaways,age,occupation_embedding,description_embedding
/wiki/David_Jelinsky,David Jelinsky,Survivor: 46,2001-11-02,"Las Vegas, Nevada",Slot Machine Salesman,"
Age: 22
Hometown: Las Vegas, NV
Current Residence: Las Vegas, NV
Occupation: Slot Machine Salesman
Name three of your favorite hobbies: Sports (basketball and bowling), trivia/puzzles, Magic/Card games, organization.
List three adjectives that best describe yourself: Passionate, Confident, Intelligent.
How would your friends describe you? My closest friends would say that David Jelinsky thinks he knows everything. He is too smart for his own good. Growing up, he was a hot head and would argue with you until you gave in and told him he was right…but he has matured a lot over the years and understands when he should concede in an argument. He always lends an ear and an open heart when you need it and he always offers the best advice he can. 
What risks have you taken in your life to make a change for the better, even if the outcome wasn't planned? Dropping out for one year after high school was a risk that has paid off so far.
What is the accomplishment you are most proud of? I would have to say my literature academic achievements are my proudest accomplishments.
What is something we would never know from looking at you? There are so many things about me that people would never know from first glance. Growing up, I was a theatre kid. I danced professional ballroom for two years when I was 8-10 years old, and then I was offered a ballet scholarship. I'm also a huge Swiftie.
What past Survivor would you play the game most like? Fabio, Sami, Russell, Tyson, and Rick Devens.[1]

",/wiki/Survivor_46,46,26,2023-06-01,2023-06-26,18,21.59178082191781,"[0.09299342334270477, -0.010564965195953846, -0.029571037739515305, -0.0450192429125309, -0.026703016832470894, 0.0013301264261826873, -0.03204796463251114, 0.0629226490855217, -0.023204900324344635, 0.28575921058654785, -0.1315813511610031, 0.028723668307065964, -0.06918015331029892, 0.0024456942919641733, -0.007170053198933601, 0.06392211467027664, 0.01747972145676613, 0.032439060509204865, 0.0062575009651482105, -0.009071203880012035, 0.08338989317417145, -0.05844679847359657, -0.07217853516340256, -0.0634441077709198, 0.02135806903243065, -0.07587220519781113, -0.08378098905086517, 0.021108202636241913, 0.06426975131034851, -0.05992426350712776, -0.07643711566925049, 0.01455738116055727, 0.02509518712759018, 0.04380250722169876, 0.030179407447576523, -0.03658900037407875, -0.12245582044124603, 0.026963746175169945, 0.045410338789224625, -0.11863179504871368, -0.014915883541107178, -0.03374270722270012, -0.14983238279819489, 0.05801225081086159, 0.06644249707460403, 0.09177668392658234, -0.08482390642166138, -0.03806646540760994, -0.09151595085859299, 0.01896805129945278, -0.003411207115277648, -0.02030428685247898, 0.05970698967576027, 0.029310308396816254, 0.0875181034207344, 0.011852315627038479, 0.05045110359787941, 0.13123370707035065, -0.026138104498386383, -0.00034373480593785644, -0.011743678711354733, -0.006387865636497736, 0.0022365679033100605, 0.07878367602825165, 0.007094007451087236, 0.0006572548882104456, -0.062183916568756104, 0.12471547722816467, 0.0343945287168026, 0.042238131165504456, -0.05253693833947182, -0.02707238309085369, -0.004168951418250799, 0.14435707032680511, 0.019022369757294655, 0.10689897835254669, 0.08234697580337524, 0.029744857922196388, 0.009500321000814438, -0.002777037676423788, 0.02563837356865406, 0.05097256228327751, -0.01759922131896019, -0.045931797474622726, -0.01616521179676056, 0.025138642638921738, -0.019750237464904785, -0.20893101394176483, -0.055187683552503586, -0.0811302438378334, -0.06227082759141922, 0.05801225081086159, 0.010315099731087685, 0.0427161380648613, -0.0006260217051021755, -0.008305312134325504, 1.280518245039275e-05, -0.01624125801026821, -0.06839796155691147, 0.028332574293017387, 0.024160906672477722, -0.037001822143793106, -0.03143959864974022, -0.11724123358726501, 0.00054352538427338, 0.03682800009846687, -0.08756156265735626, 0.08686628192663193, 0.08369407802820206, 0.04391114413738251, 0.003685516072437167, 0.03782746195793152, 0.09377560764551163, 0.002155089983716607, -0.04806108400225639, 0.024421636015176773, 0.006290092132985592, 0.046496711671352386, 0.016773579642176628, -0.062183916568756104, -0.01800118014216423, -0.06865869462490082, -0.03398170694708824, -0.042781319469213486, 0.03137441724538803, -0.030831228941679, -0.009885982610285282, 0.06131482124328613, -0.029179945588111877, -0.05531805008649826, -0.09334105998277664, -0.004448692314326763, 0.036502089351415634, -0.04156458377838135, 0.05392749235033989, -0.00903318077325821, -0.007925081998109818, -0.029940403997898102, -0.033329885452985764, 0.09603526443243027, -0.037306006997823715, 0.026159830391407013, 0.02594255656003952, -0.006165159400552511, -0.05844679847359657, -0.10889790207147598, 0.001997566083446145, 0.045410338789224625, -0.04584488645195961, 0.06765922904014587, -0.046540163457393646, -0.007170053198933601, -0.05627405643463135, -0.017077764496207237, 0.050885651260614395, 0.09916400909423828, -0.07439473271369934, -0.06331374496221542, -0.05975044518709183, 0.01806636154651642, -0.03808819130063057, -0.02204248309135437, -0.14192360639572144, -0.06513884663581848, 0.06405247747898102, -0.052319660782814026, 0.10368331521749496, 0.03432934731245041, -0.0026629685889929533, 0.027267931029200554, -0.06305301189422607, 0.01872904784977436, -0.02340044640004635, -0.05879443883895874, 0.18407481908798218, 0.10298804193735123, -0.007094007451087236, 0.011157037690281868, 0.035068079829216, -0.08943012356758118, 0.006333547178655863, 0.05153747648000717, 0.020695380866527557, -0.05762115493416786, 0.019413461908698082, -0.03552435711026192, 0.061792824417352676, -0.10003311187028885, 0.08404171466827393, -0.07869676500558853, 0.05218929797410965, -0.037631917744874954, -0.06622522324323654, -0.02166225202381611, -0.028615031391382217, 0.11028845608234406, -0.03287360817193985, -0.05714315176010132, -0.05957662686705589, 0.0381099209189415, -0.027572114020586014, -0.009755617938935757, 0.11602450162172318, 0.00763719342648983, -0.052884574979543686, -0.02850639447569847, -0.01781649701297283, -0.013536191545426846, 0.003690948011353612, 0.006507366430014372, 0.09142904728651047, -0.00456547737121582, 0.07313454151153564, 0.005524200387299061, -0.12758348882198334, 0.010874580591917038, -0.003715391270816326, 0.1013367548584938, 0.034720439463853836, -0.030461862683296204, 0.002722719218581915, 0.011613314040005207, 0.04026093706488609, 0.027876298874616623, 0.04319414123892784, -0.06744195520877838, -0.04373732581734657, 0.08382444083690643, -0.01840313710272312, 0.02857157588005066, -0.04039129987359047, -0.005497041158378124, -0.13314571976661682, 0.1591317355632782, 0.006480207201093435, 0.01571979932487011, 0.020597608759999275, -0.008728996850550175, -0.08764847368001938, 0.0287888515740633, -0.040456485003232956, 0.08430244773626328, -0.09803418815135956, -0.009511184878647327, 0.02476927451789379, 0.036176178604364395, -0.04269440844655037, -0.1033356785774231, 0.012667094357311726, 0.0726565420627594, 0.011374312452971935, -0.10524769127368927, 0.05740388110280037, -0.02570355497300625, 0.09594835340976715, 0.12036998569965363]","[0.10313331335783005, -0.030891697853803635, -0.04762857034802437, 0.002419508993625641, 0.022959794849157333, 0.06861931830644608, 0.05260690674185753, -0.029182715341448784, -0.013792594894766808, 0.16510246694087982, -0.14838416874408722, -0.08299705386161804, -0.09562865644693375, 0.01580807939171791, 0.10870607942342758, 0.1452634185552597, 0.01409909687936306, 0.05071216821670532, -0.13099715113639832, -0.06843356043100357, 0.03808056563138962, -0.02656351588666439, -0.05446449667215347, 0.008261624723672867, 0.15588882565498352, -0.02158517949283123, 0.025820480659604073, 0.012594450265169144, 0.0006019747816026211, -0.02037774585187435, 0.1330033391714096, 0.05858834460377693, 0.06293509900569916, -0.00685914559289813, -0.0007610308239236474, -0.007226019632071257, 0.0869351476430893, 0.036650221794843674, 0.009826643392443657, 0.09079892933368683, -0.04774002730846405, -0.012092901393771172, -0.09124474972486496, -0.057882457971572876, 0.12356679141521454, 0.02611769549548626, -0.0265077892690897, -0.008243049494922161, -0.06397534906864166, 0.0012608382385224104, -0.036724526435136795, -0.0456966795027256, -0.015046467073261738, 0.034625452011823654, 0.10930050909519196, 0.024575896561145782, 0.02372140623629093, -0.023870013654232025, 0.0019121551886200905, 0.0015963651239871979, 0.043356116861104965, -0.0886441245675087, 0.03451399505138397, -0.009390110149979591, 0.09637169539928436, -0.026656394824385643, 0.09488562494516373, -8.431710739387199e-05, -0.011953582055866718, 0.07055121660232544, -0.0016369998920708895, 0.0671704038977623, -0.003195052267983556, 0.11071227490901947, -0.035832881927490234, 0.01943037658929825, 0.031356096267700195, 0.024687351658940315, -0.1145760640501976, -0.009715188294649124, -0.026712123304605484, -0.03442111611366272, -0.005191959906369448, -0.009297230280935764, 0.03607437014579773, -0.0852261632680893, -0.02117650955915451, -0.2611026465892792, -0.04818584769964218, 0.005549545865505934, 0.054575949907302856, -0.03897220641374588, 0.08091655373573303, -0.07757289707660675, 0.01284522470086813, 0.020656384527683258, -0.020006228238344193, -0.011767823249101639, -0.03620440140366554, -0.10722000896930695, 0.03397529572248459, 0.029405627399683, 0.07374626398086548, -0.1463036686182022, 0.0682106539607048, -0.03351089730858803, -0.08634071797132492, 0.075158029794693, 0.01515792217105627, -0.03822917118668556, 0.005990723147988319, 0.015037178993225098, -0.017953593283891678, 0.10082990676164627, -0.003835920477285981, -0.054130129516124725, -0.08596919476985931, -0.013383925892412663, 0.04930039867758751, -0.07575245946645737, -0.015269378200173378, -0.03352947160601616, 0.0069706011563539505, -0.04149852693080902, 0.04012391343712807, 0.04941185563802719, 0.008777106180787086, 0.06148618087172508, 0.08188250660896301, 0.07764720171689987, -0.04369048401713371, 0.09778346121311188, -0.07541809231042862, 0.027956707403063774, -0.07567815482616425, 0.02738085575401783, -0.033845264464616776, -0.07300323247909546, -0.0424644760787487, 0.17981457710266113, 0.025188900530338287, 0.02329416014254093, 0.024594472721219063, 0.03852638602256775, 0.05572765693068504, -0.03620440140366554, 0.06107751280069351, 0.07359766215085983, -0.008777106180787086, 0.045882437378168106, 0.0480743907392025, 0.12535007297992706, -0.0311146080493927, -0.06523851305246353, 0.017080526798963547, 0.00954800471663475, 0.04298459738492966, 0.04491649195551872, -0.045436616986989975, -0.032990772277116776, 0.0066130151972174644, 0.07794441282749176, -0.0228483397513628, 0.0489288829267025, -0.008006206713616848, -0.008981440216302872, -0.0219938475638628, -0.08715805411338806, -0.07181437313556671, 0.05933137983083725, -0.012993832118809223, -0.020154835656285286, 0.028681166470050812, 0.0794304832816124, 0.05004343390464783, 0.016578977927565575, -0.04279883950948715, 0.004126168787479401, -0.030037207528948784, -0.03209913149476051, -0.06876792758703232, 0.027510887011885643, 0.023089826107025146, -0.00400542514398694, 0.04510224983096123, -0.00015934626571834087, 0.054910317063331604, -0.04097840189933777, 0.14407457411289215, -0.006376172881573439, 0.043281812220811844, 0.0022116913460195065, -0.0862664133310318, -0.02693503350019455, 0.07010538876056671, 0.02777094952762127, 0.12527577579021454, -0.09934383630752563, -0.0358143076300621, 0.03763474524021149, 0.04840875789523125, -0.07430354505777359, 0.07794441282749176, 0.023034097626805305, 0.024761656299233437, -0.04904033616185188, 0.11175252497196198, -0.020544929429888725, 0.016560401767492294, 0.0027399430982768536, -0.015705911442637444, -0.004606819711625576, 0.11249556392431259, -0.04562237486243248, -0.010597542859613895, -0.018232231959700584, 0.010922621004283428, -0.01946752890944481, 0.028699742630124092, 0.09317664057016373, -0.03278643637895584, 0.0746750608086586, 0.07121994346380234, -0.033770959824323654, 0.049931980669498444, 0.02949850633740425, -0.017359165474772453, 0.17788268625736237, -0.0323963426053524, -0.004927253816276789, 0.02407434768974781, -0.051232293248176575, 0.04941185563802719, 0.09198778867721558, 0.08017352223396301, -0.02907126024365425, 0.01577092707157135, 0.005637781228870153, 0.003603721735998988, 0.006408680696040392, -0.014229128137230873, -0.01888238824903965, -0.10424786806106567, -0.0219938475638628, 0.20418612658977509, 0.04424775764346123, -0.04220441356301308, 0.05323848873376846, 0.03360377624630928, 0.08515185862779617, 0.02895980514585972, -0.006390104535967112, 0.09369676560163498, 0.06754191964864731, 0.01913316175341606, -0.025133173912763596]"
/wiki/Ben_Katzman,Ben Katzman,Survivor: 46,1992-03-25,"Miami, Florida",Musician,"
Age: 31
Hometown: Miami, FL
Current Residence: Miami, FL
Occupation: Musician
Name three of your favorite hobbies: Playing guitar, doodling, chilling hard at the beach
List three adjectives that best describe yourself: Motivated, Energized, Passionate
How would your friends describe you? An emotional and passionate person who's living for a good time and a real time.
What risks have you taken in your life, to make a change for the better, even if the outcome wasn't planned? I quit running my independent record label at 25 just as success was starting to come. Bands I produced were in big festivals, magazines, touring the world, but I didn't like who I'd become. After hustling for years, living out of my suitcase, and chasing dreams with no money to my name, I became a person more concerned with status and appearance than someone who loved what I did. I risked quitting my new found success to be happy and fall in love with life again.
What is the accomplishment you are most proud of? Being alive today and being able to share my journey with my family and students. Pursuing the arts can be grim, but it is doable, and you have to have a good head on your shoulders. Getting to teach students how to express themselves and see them come into their own personality based around art. 
What is something we would never know from looking at you? People assume I'm a laid-back rocker/surfer dude, but I think I'm more emotionally intelligent than most people give me credit for. I can read a room and find awareness in most situations while still carrying on being my regular, goofy, fun love self.
What past Survivor would you play the game most like? Nick Wilson or Cody Assenmacher[1]

",/wiki/Survivor_46,46,26,2023-06-01,2023-06-26,18,31.205479452054796,"[0.05141317471861839, 0.04293043166399002, -0.053781453520059586, -0.03834458440542221, -0.08861667662858963, 0.03339272737503052, -0.09731472283601761, 0.06316845118999481, -0.019129231572151184, 0.12599241733551025, -0.06906761229038239, -0.011593800038099289, -0.041272636502981186, -0.0007017370662651956, 0.025362111628055573, 0.028290163725614548, -0.04676273837685585, 0.0024476698599755764, -0.10790738463401794, 0.01650259643793106, 0.09076965600252151, -0.08654981851577759, -0.03300519287586212, -0.01963518187403679, 0.08250221610069275, -0.025964945554733276, 0.03171340376138687, 0.09025294333696365, -0.028720760717988014, 0.017083900049328804, 0.09473114460706711, 0.06824948638677597, 0.00463159941136837, -0.02684766799211502, -0.08710959553718567, 0.03543806076049805, 0.018332628533244133, -0.036363840103149414, -0.0066796219907701015, -0.10136232525110245, 0.0007104835822246969, 0.012185869738459587, -0.06820642203092575, 0.046116843819618225, 0.016782483085989952, 0.10162068158388138, -0.019764361903071404, 0.0682925432920456, 0.032789893448352814, 0.07113447785377502, 0.017955858260393143, 0.05769987776875496, 0.02732132375240326, 0.014457263983786106, 0.05382451415061951, -0.08375094085931778, 0.09791755676269531, -0.009101725183427334, -0.055331598967313766, -0.05980980023741722, -0.020517904311418533, 0.003956101834774017, -0.04426528140902519, -0.049690790474414825, 0.06613956391811371, -0.016190413385629654, 0.10876857489347458, 0.042521364986896515, -0.06519225239753723, 0.1064433604478836, 0.001439805724658072, 0.0532216802239418, -0.04297349229454994, 0.05317861959338188, 0.07845461368560791, -0.05180071294307709, 0.029431244358420372, 0.1377907544374466, 0.03470604494214058, -0.07531125843524933, 0.028247104957699776, -0.12771481275558472, -0.08409541845321655, 0.031799521297216415, -0.035395000129938126, 0.029775720089673996, 0.02015189826488495, -0.2557740807533264, -0.06880925595760345, 0.09163085371255875, 0.07436394691467285, 0.012917882762849331, -0.020517904311418533, 0.13038450479507446, 0.055331598967313766, -0.1117827519774437, 0.04015308618545532, -0.045858483761548996, -0.00180446682497859, -0.03526582196354866, -0.0025916502345353365, -0.11858616769313812, 0.04245677590370178, -0.082588329911232, 0.04620296135544777, -0.0014586442848667502, -0.016233474016189575, 0.02221875824034214, -0.024479389190673828, 0.07470842450857162, 0.08009087294340134, -0.0355457104742527, -0.02372584491968155, 0.09188921004533768, 0.03464145585894585, 0.13942702114582062, -0.05795823782682419, 0.011453856714069843, 0.021153034642338753, -0.04372703284025192, 0.03720350190997124, -0.18481184542179108, -0.018580222502350807, 0.0843968391418457, -0.007939116097986698, -0.001101384055800736, -0.0016349195502698421, -0.07298603653907776, 0.07074694335460663, 0.036880556493997574, -0.07897132635116577, 0.1669851690530777, -0.09128637611865997, 0.03470604494214058, -0.058604128658771515, -0.05111175775527954, 0.10678783804178238, 0.0879707857966423, 0.08508579432964325, 0.037698689848184586, -0.04069133102893829, -0.017719030380249023, -0.024371739476919174, -0.033306609839200974, -0.010770285502076149, -0.10317082703113556, 0.04013155773282051, 0.0029953340999782085, 0.043576326221227646, 0.047408632934093475, -0.030593853443861008, 0.11729437857866287, 0.02626636251807213, 0.04960467293858528, 0.004879191983491182, 0.03683749586343765, -0.04775310680270195, -0.05137011408805847, -0.09188921004533768, 0.06110158935189247, 0.035868655890226364, 0.04413609951734543, -0.05950838327407837, 0.024823864921927452, -0.06489083170890808, -0.12564794719219208, -0.09817591309547424, -0.06945515424013138, 0.03696667402982712, 0.07617244869470596, -0.06476165354251862, -0.05386757478117943, -0.014661797322332859, -0.05279108136892319, 7.993781036930159e-05, -0.034124743193387985, 0.07569879293441772, 0.03578253835439682, -0.000925108848605305, 0.069498211145401, 0.018332628533244133, 0.07522513717412949, 0.034103211015462875, -0.03720350190997124, 0.020991560071706772, 0.06824948638677597, 0.03644996136426926, -0.021196093410253525, 0.043554797768592834, -0.0403037965297699, -0.01522157248109579, -0.030550794675946236, -0.08254527300596237, -0.09335323423147202, 0.09765920042991638, -0.029754191637039185, 0.021379096433520317, -0.05184376984834671, 0.035631828010082245, -0.061144646257162094, 0.025663528591394424, -0.045858483761548996, 0.09533397853374481, 0.0011282963678240776, -0.01758985035121441, 0.0027961835730820894, 0.06609649956226349, 0.08357870578765869, -0.04581542685627937, -0.020044248551130295, 0.02110997401177883, 0.08056452870368958, 0.06743135303258896, 0.0790143832564354, -0.017482202500104904, -0.07858379185199738, 0.017170019447803497, 0.0506381019949913, 0.11402185261249542, -0.04187547042965889, -0.003746186150237918, 0.04439445957541466, -0.039442602545022964, 0.07212484627962112, 0.03380179405212402, 0.09025294333696365, -0.1012762039899826, 0.09576457738876343, -0.011561505496501923, 0.10213739424943924, -0.01977512612938881, 0.06463247537612915, -0.05244660750031471, 0.07479454576969147, -0.0520160086452961, 0.04426528140902519, 0.044825054705142975, -0.018838578835129738, -0.016610244289040565, 0.001062361290678382, -0.08672205358743668, -0.06803418695926666, -0.058345772325992584, -0.011679919436573982, 0.04295196011662483, -0.011034024879336357, -0.01753602735698223, 0.018494103103876114, 0.007234014570713043, -0.04196159169077873, -0.06514918804168701, -0.07401946932077408, 0.09042518585920334, -0.03266071528196335, -0.0017318037571385503, 0.060369573533535004]","[0.08980820327997208, -0.10213055461645126, -0.034285131841897964, -0.034067679196596146, 0.013826403766870499, 0.033868346363306046, 0.04548397660255432, -0.04660748317837715, -0.07574622333049774, 0.10568229109048843, -0.1677289605140686, -0.025333305820822716, -0.09705664217472076, 0.02406482957303524, 0.12387587875127792, 0.12373091280460358, 0.0025799924042075872, 0.035589851438999176, -0.15163742005825043, -0.011044814251363277, 0.052152544260025024, 0.00045642536133527756, -0.028377652168273926, 0.003404502756893635, 0.20252148807048798, -0.0623728483915329, 0.03087836503982544, 0.05450828745961189, -0.019933216273784637, -0.0499417670071125, 0.13503848016262054, 0.05008673667907715, 0.07661603391170502, 0.05099279060959816, 0.007316396571695805, -0.0037306826561689377, 0.06708433479070663, 0.01633617654442787, -0.008997129276394844, 0.07223072648048401, -0.003001308301463723, -0.05117400363087654, 0.002000116975978017, -0.05921977385878563, 0.11546768993139267, 0.022162113338708878, -0.08618398010730743, 0.013799222186207771, -0.03147635981440544, -0.05961843952536583, -0.04022885486483574, -0.014433461241424084, -0.03354216739535332, -0.014940852299332619, 0.13974997401237488, -0.0037986368406563997, 0.08393695950508118, -0.04080872982740402, -0.010908905416727066, 0.04468664899468422, -9.124260395765305e-05, -0.047875963151454926, 0.024010466411709785, -0.036224089562892914, 0.08379199355840683, 0.0168616883456707, 0.12199128419160843, -0.006428462453186512, -0.06338763236999512, 0.094302237033844, -0.00424260413274169, 0.06331514567136765, 0.01796707697212696, 0.09611434489488602, -0.026348087936639786, -0.017387202009558678, 0.04222217574715614, 0.04733232781291008, -0.08647391945123672, 0.001295659109018743, 0.00019310304196551442, -0.06632325053215027, 0.01677108369767666, -0.031530722975730896, 0.03441198170185089, -0.11640998721122742, -0.020549334585666656, -0.23310990631580353, -0.017903652042150497, 0.023213136941194534, 0.09379484504461288, -0.04653500020503998, -0.003957196604460478, -0.029990430921316147, 0.017903652042150497, 0.008195269852876663, 0.03281732276082039, -0.026239361613988876, -0.03787311166524887, -0.06683064252138138, 0.0507390983402729, -0.023231258615851402, 0.0740065947175026, -0.10321781784296036, 0.05577676370739937, -0.05041291564702988, -0.059980861842632294, 0.11677240580320358, 0.03076963871717453, -0.029700493440032005, 0.06893268972635269, 0.038452986627817154, -0.061176855117082596, 0.06733802706003189, 0.04388931766152382, -0.08313963562250137, -0.05838620290160179, 0.002177930437028408, -0.017332838848233223, -0.05247872322797775, -0.02805147133767605, -0.04519403725862503, -0.008100134320557117, -0.03401331603527069, 0.029193101450800896, 0.030552184209227562, -0.02721790038049221, 0.10568229109048843, 0.06451113522052765, 0.16714908182621002, 0.004151998553425074, 0.06915014237165451, -0.06893268972635269, 0.006858838722109795, -0.07618112862110138, 0.030099157243967056, -0.0009338032687082887, -0.09408478438854218, -0.010329030454158783, 0.12170134484767914, 0.019045282155275345, 0.026040028780698776, 0.03877916559576988, 0.0172603540122509, 0.0717233344912529, -0.033777739852666855, 0.08190739899873734, 0.009155688807368279, -0.02520645782351494, 0.007674288470298052, 0.03131327033042908, 0.12090402096509933, 0.013917009346187115, -0.013681435026228428, -0.02580445446074009, -0.00413840776309371, -0.03664087504148483, 0.054290834814310074, -0.044324226677417755, 0.02913873828947544, 0.02649305760860443, 0.09067801386117935, -0.010383393615484238, 0.08393695950508118, -0.0037669248413294554, -0.02549639530479908, -0.030515942722558975, -0.11140856146812439, -0.04417925700545311, 0.05523313209414482, 0.01508582103997469, -0.023176895454525948, 0.007551970891654491, 0.042113449424505234, 0.007946104742586613, 0.00848520826548338, 0.010301848873496056, -0.0037873112596571445, -0.06534470617771149, 0.013781101442873478, -0.05309484153985977, 0.053892169147729874, 0.017948955297470093, -0.02935619093477726, 0.028576985001564026, -0.01477776188403368, 0.06016207113862038, 0.000995528302155435, 0.1177871897816658, 0.005839526653289795, 0.11046626418828964, -0.006115873344242573, -0.09118540585041046, -0.06650445610284805, 0.06019831448793411, 0.06922262161970139, 0.1346035748720169, -0.06030704081058502, -0.02459034137427807, 0.057117726653814316, 0.0028087713290005922, -0.10213055461645126, 0.11909190565347672, 0.033560287207365036, 0.035916030406951904, -0.05432707443833351, 0.0706360712647438, 0.06153927743434906, -0.0017237701686099172, -0.01920837163925171, -0.02642057277262211, -0.012974712066352367, 0.09249012172222137, -0.007429653313010931, 0.015004275366663933, -0.041388604789972305, 0.0030171640682965517, -0.03178441897034645, 0.03037097305059433, 0.12851488590240479, 0.014714337885379791, 0.09770900011062622, 0.07194079458713531, 0.0037352130748331547, 0.017142565920948982, 0.11140856146812439, -0.016164027154445648, 0.15004275739192963, 0.06284399330615997, -5.638070797431283e-05, -0.004385307431221008, -0.01960703730583191, 0.06632325053215027, 0.0814724937081337, 0.05748014897108078, 0.05077533796429634, 0.07741336524486542, 0.005735330283641815, 0.05961843952536583, 0.04084497317671776, -0.006451113615185022, -0.007959695532917976, -0.07973286509513855, -0.0005337232141755521, 0.15497170388698578, 0.027779655531048775, -0.047586023807525635, 0.08074764907360077, 0.05940098688006401, 0.019534552469849586, -0.010573665611445904, 0.006491886451840401, 0.09807142615318298, 0.06498228758573532, -0.0005048426683060825, 0.01868285983800888]"
